,Material,Dry_or_cond,Manufacturer,Polymer,Fiber_percentage,Fiber_type,Charpy_notched_+23C,Charpy_notched_-30C,Charpy_+23C,Tensile_modulus,Molding_shrinkage_normal,Molding_shrinkage_parallel,Coeff_linear_therm_expansion_normal,Coeff_linear_therm_expansion_parallel,Melting_temp,Temp_deflection_0.45MPa,Temp_deflection_1.80MPa,Vicat_softening_temp,Density,Humidity_absorption,Temperature,G_prima,G_2prima,MPa,CM_1.0,CM_10.0,CM_100.0,CM_1000.0,CM_10000.0,CM_100000.0
1199,Grilon TSZ 1,cond,EMS-GRIVORY,PA666,0.0,None,,45.0,,750.0,1.4,1.2,150.0,120.0,260.0,160.0,55.0,,1120.0,2.5,23.0,378.85,50.32418,12.0,460.3219999999999,352.953,269.071,204.208,154.447,
1200,Grilon TSZ 1,cond,EMS-GRIVORY,PA666,0.0,None,,45.0,,750.0,1.4,1.2,150.0,120.0,260.0,160.0,55.0,,1120.0,2.5,23.0,378.85,50.32418,14.0,440.415,330.898,243.407,175.947,125.396,
1201,Grilon TSZ 1,cond,EMS-GRIVORY,PA666,0.0,None,,45.0,,750.0,1.4,1.2,150.0,120.0,260.0,160.0,55.0,,1120.0,2.5,23.0,378.85,50.32418,15.0,435.843,324.411,234.253,165.158,114.375,
1202,Grilon TSZ 1,dry,EMS-GRIVORY,PA666,0.0,None,11.0,10.0,,2400.0,1.4,1.2,150.0,120.0,260.0,160.0,55.0,,1120.0,2.5,80.0,118.0,12.1682,2.0,692.2689999999999,575.464,441.5719999999999,312.543,206.549,
1203,Grilon TSZ 1,dry,EMS-GRIVORY,PA666,0.0,None,11.0,10.0,,2400.0,1.4,1.2,150.0,120.0,260.0,160.0,55.0,,1120.0,2.5,80.0,118.0,12.1682,4.0,608.1669999999999,493.805,384.466,287.906,208.461,
1204,Grilon TSZ 1,dry,EMS-GRIVORY,PA666,0.0,None,11.0,10.0,,2400.0,1.4,1.2,150.0,120.0,260.0,160.0,55.0,,1120.0,2.5,80.0,118.0,12.1682,6.0,499.085,392.167,302.217,229.181,171.573,
1205,Grilon TSZ 1,dry,EMS-GRIVORY,PA666,0.0,None,11.0,10.0,,2400.0,1.4,1.2,150.0,120.0,260.0,160.0,55.0,,1120.0,2.5,80.0,118.0,12.1682,8.0,333.193,267.904,213.422,168.703,132.497,
1206,Grilon TSZ 1,dry,EMS-GRIVORY,PA666,0.0,None,11.0,10.0,,2400.0,1.4,1.2,150.0,120.0,260.0,160.0,55.0,,1120.0,2.5,80.0,118.0,12.1682,9.0,277.635,224.41,180.997,145.727,117.162,
1207,Grivory G 21,cond,EMS-GRIVORY,PA6I/6T,0.0,None,,8.0,,3000.0,,,,,,,,,1180.0,2.0,23.0,1229.5,,20.0,2987.59,2971.6,2896.69,2658.63,,
1208,Grivory G 21,cond,EMS-GRIVORY,PA6I/6T,0.0,None,,8.0,,3000.0,,,,,,,,,1180.0,2.0,23.0,1229.5,,30.0,2848.62,2712.53,2448.02,2005.68,,
1209,Grivory G 21,cond,EMS-GRIVORY,PA6I/6T,0.0,None,,8.0,,3000.0,,,,,,,,,1180.0,2.0,23.0,1229.5,,40.0,2895.42,2755.43,2461.37,1947.76,,
1210,Grivory G 21,cond,EMS-GRIVORY,PA6I/6T,0.0,None,,8.0,,3000.0,,,,,,,,,1180.0,2.0,23.0,1229.5,,45.0,2772.06,2609.71,2287.82,1764.83,,
1211,Grivory GM-4H,cond,EMS-GRIVORY,PA66+PA6I/X,0.4,M,90.0,6.0,5.0,6000.0,0.8,0.8,90.0,90.0,260.0,,105.0,,1450.0,1.4,23.0,2490.0,,5.0,5591.19,4728.38,3999.0,3383.09,,
1212,Grivory GM-4H,cond,EMS-GRIVORY,PA66+PA6I/X,0.4,M,90.0,6.0,5.0,6000.0,0.8,0.8,90.0,90.0,260.0,,105.0,,1450.0,1.4,23.0,2490.0,,10.0,5416.8,4471.67,3688.27,3039.92,,
1213,Grivory GM-4H,cond,EMS-GRIVORY,PA66+PA6I/X,0.4,M,90.0,6.0,5.0,6000.0,0.8,0.8,90.0,90.0,260.0,,105.0,,1450.0,1.4,23.0,2490.0,,15.0,5154.8,4120.1,3291.17,2627.76,,
1214,Grivory GM-4H,cond,EMS-GRIVORY,PA66+PA6I/X,0.4,M,90.0,6.0,5.0,6000.0,0.8,0.8,90.0,90.0,260.0,,105.0,,1450.0,1.4,23.0,2490.0,,20.0,4845.96,3769.6,2932.5,2281.4,,
1215,Grivory GM-4H,cond,EMS-GRIVORY,PA66+PA6I/X,0.4,M,90.0,6.0,5.0,6000.0,0.8,0.8,90.0,90.0,260.0,,105.0,,1450.0,1.4,23.0,2490.0,,25.0,4534.11,3461.36,2642.68,2017.73,,
1216,Grivory GM-4H,cond,EMS-GRIVORY,PA66+PA6I/X,0.4,M,90.0,6.0,5.0,6000.0,0.8,0.8,90.0,90.0,260.0,,105.0,,1450.0,1.4,23.0,2490.0,,30.0,4288.02,3233.22,2437.93,1838.28,,
1217,Grivory GTR 45,cond,EMS-GRIVORY,PA6I/6T,0.0,None,,8.0,,3000.0,0.5,0.3,60.0,60.0,,115.0,105.0,,1180.0,2.0,23.0,1229.5,,20.0,2987.59,2971.6,2896.69,2658.63,,
1218,Grivory GTR 45,cond,EMS-GRIVORY,PA6I/6T,0.0,None,,8.0,,3000.0,0.5,0.3,60.0,60.0,,115.0,105.0,,1180.0,2.0,23.0,1229.5,,30.0,2848.62,2712.53,2448.02,2005.68,,
1219,Grivory GTR 45,cond,EMS-GRIVORY,PA6I/6T,0.0,None,,8.0,,3000.0,0.5,0.3,60.0,60.0,,115.0,105.0,,1180.0,2.0,23.0,1229.5,,40.0,2895.42,2755.43,2461.37,1947.76,,
1220,Grivory GTR 45,cond,EMS-GRIVORY,PA6I/6T,0.0,None,,8.0,,3000.0,0.5,0.3,60.0,60.0,,115.0,105.0,,1180.0,2.0,23.0,1229.5,,45.0,2772.06,2609.71,2287.82,1764.83,,
1221,Grivory GV-2 FWA black 9225,cond,EMS-GRIVORY,PA66+PA6I/X,0.2,GF,35.0,7.0,4.0,7200.0,0.8,0.1,100.0,10.0,260.0,,230.0,,1280.0,1.5,23.0,1779.5,,10.0,8537.7,8179.73,7840.91,7514.96,,
1222,Grivory GV-2 FWA black 9225,cond,EMS-GRIVORY,PA66+PA6I/X,0.2,GF,35.0,7.0,4.0,7200.0,0.8,0.1,100.0,10.0,260.0,,230.0,,1280.0,1.5,23.0,1779.5,,20.0,8152.26,7791.7,7445.01,7107.96,,
1223,Grivory GV-2 FWA black 9225,cond,EMS-GRIVORY,PA66+PA6I/X,0.2,GF,35.0,7.0,4.0,7200.0,0.8,0.1,100.0,10.0,260.0,,230.0,,1280.0,1.5,23.0,1779.5,,30.0,7581.8,7220.79,6867.13,6519.5,,
1224,Grivory GV-2 FWA black 9225,cond,EMS-GRIVORY,PA66+PA6I/X,0.2,GF,35.0,7.0,4.0,7200.0,0.8,0.1,100.0,10.0,260.0,,230.0,,1280.0,1.5,23.0,1779.5,,40.0,6905.3,6549.0,6194.03,5842.33,,
1225,Grivory GV-2 FWA black 9225,cond,EMS-GRIVORY,PA66+PA6I/X,0.2,GF,35.0,7.0,4.0,7200.0,0.8,0.1,100.0,10.0,260.0,,230.0,,1280.0,1.5,23.0,1779.5,,50.0,6271.37,5854.82,5428.7,4998.75,,
1226,Grivory GV-2 FWA black 9225,cond,EMS-GRIVORY,PA66+PA6I/X,0.2,GF,35.0,7.0,4.0,7200.0,0.8,0.1,100.0,10.0,260.0,,230.0,,1280.0,1.5,23.0,1779.5,,60.0,5872.39,5270.23,4659.33,4057.89,,
1227,Grivory GV-2 FWA black 9225,cond,EMS-GRIVORY,PA66+PA6I/X,0.2,GF,35.0,7.0,4.0,7200.0,0.8,0.1,100.0,10.0,260.0,,230.0,,1280.0,1.5,23.0,1779.5,,70.0,5592.89,4943.78,4277.47,3622.23,,
1228,Grivory GV-2 FWA black 9225,cond,EMS-GRIVORY,PA66+PA6I/X,0.2,GF,35.0,7.0,4.0,7200.0,0.8,0.1,100.0,10.0,260.0,,230.0,,1280.0,1.5,23.0,1779.5,,80.0,5401.5,4729.56,4028.04,3335.38,,
1237,Grivory GV-4 FWA black 9225,cond,EMS-GRIVORY,PA66+PA6I/X,0.4,GF,70.0,13.0,3.0,13000.0,0.6,0.1,90.0,15.0,260.0,,235.0,,1470.0,1.4,23.0,2361.55,50.16283,20.0,11736.2,10219.2,8570.34,6911.49,,
1238,Grivory GV-4 FWA black 9225,cond,EMS-GRIVORY,PA66+PA6I/X,0.4,GF,70.0,13.0,3.0,13000.0,0.6,0.1,90.0,15.0,260.0,,235.0,,1470.0,1.4,23.0,2361.55,50.16283,40.0,11514.3,9994.95,8245.33,6433.47,,
1239,Grivory GV-4 FWA black 9225,cond,EMS-GRIVORY,PA66+PA6I/X,0.4,GF,70.0,13.0,3.0,13000.0,0.6,0.1,90.0,15.0,260.0,,235.0,,1470.0,1.4,23.0,2361.55,50.16283,60.0,11214.1,9493.22,7554.14,5630.82,,
1240,Grivory GV-4 FWA black 9225,cond,EMS-GRIVORY,PA66+PA6I/X,0.4,GF,70.0,13.0,3.0,13000.0,0.6,0.1,90.0,15.0,260.0,,235.0,,1470.0,1.4,23.0,2361.55,50.16283,80.0,10442.7,8471.96,6384.27,4473.66,,
1241,Grivory GV-4 FWA black 9225,cond,EMS-GRIVORY,PA66+PA6I/X,0.4,GF,70.0,13.0,3.0,13000.0,0.6,0.1,90.0,15.0,260.0,,235.0,,1470.0,1.4,23.0,2361.55,50.16283,88.0,10132.2,8098.51,5993.41,4119.52,,
1247,Grivory GV-5 FWA black 9225,cond,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,80.0,15.0,2.5,17000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,23.0,2883.7,80.06912,20.0,15818.3,13183.1,11587.6,11169.0,,
1248,Grivory GV-5 FWA black 9225,cond,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,80.0,15.0,2.5,17000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,23.0,2883.7,80.06912,40.0,16260.2,14184.4,12422.4,11204.5,,
1249,Grivory GV-5 FWA black 9225,cond,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,80.0,15.0,2.5,17000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,23.0,2883.7,80.06912,60.0,16713.1,15306.1,13274.3,11152.4,,
1250,Grivory GV-5 FWA black 9225,cond,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,80.0,15.0,2.5,17000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,23.0,2883.7,80.06912,80.0,15748.0,13913.0,11851.9,10139.4,,
1251,Grivory GV-5 FWA black 9225,cond,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,80.0,15.0,2.5,17000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,23.0,2883.7,80.06912,100.0,13262.6,11098.8,9345.79,8000.0,,
1252,Grivory GV-5 FWA black 9225,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,15.0,13.0,90.0,18000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,60.0,2530.0,140.111,10.0,13724.6,9745.71,8652.41,7371.63,,
1253,Grivory GV-5 FWA black 9225,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,15.0,13.0,90.0,18000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,60.0,2530.0,140.111,20.0,11988.4,9345.29,8257.01,7077.92,,
1254,Grivory GV-5 FWA black 9225,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,15.0,13.0,90.0,18000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,60.0,2530.0,140.111,30.0,9900.99,8746.36,7672.63,6637.17,,
1255,Grivory GV-5 FWA black 9225,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,15.0,13.0,90.0,18000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,60.0,2530.0,140.111,40.0,8456.66,7984.03,6944.44,6033.18,,
1256,Grivory GV-5 FWA black 9225,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,15.0,13.0,90.0,18000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,60.0,2530.0,140.111,50.0,8051.53,7032.35,6097.56,5263.16,,
1257,Grivory GV-5 FWA black 9225,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,15.0,13.0,90.0,18000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,60.0,2530.0,140.111,60.0,6896.55,6097.56,5347.59,4654.77,,
1258,Grivory GV-5 FWA black 9225,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,15.0,13.0,90.0,18000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,80.0,1386.0,218.6,5.0,7200.44,6548.98,5998.57,5529.68,,
1259,Grivory GV-5 FWA black 9225,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,15.0,13.0,90.0,18000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,80.0,1386.0,218.6,10.0,6953.89,6350.96,5828.69,5371.32,,
1260,Grivory GV-5 FWA black 9225,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,15.0,13.0,90.0,18000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,80.0,1386.0,218.6,15.0,6578.48,6046.27,5565.98,5126.63,,
1261,Grivory GV-5 FWA black 9225,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,15.0,13.0,90.0,18000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,80.0,1386.0,218.6,20.0,6116.21,5665.72,5235.6,4819.28,,
1262,Grivory GV-5 FWA black 9225,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,15.0,13.0,90.0,18000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,80.0,1386.0,218.6,25.0,5656.98,5271.57,4881.21,4482.54,,
1263,Grivory GV-5 FWA black 9225,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,15.0,13.0,90.0,18000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,80.0,1386.0,218.6,30.0,5366.73,4975.12,4573.17,4160.89,,
1264,Grivory GV-5 FWA black 9225,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,15.0,13.0,90.0,18000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,80.0,1386.0,218.6,35.0,5264.3,4794.5,4331.54,3877.89,,
1265,Grivory GV-5 FWA black 9225,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,15.0,13.0,90.0,18000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,80.0,1386.0,218.6,40.0,5242.46,4678.36,4149.38,3656.31,,
1285,Grivory GV-5H,dry,EMS-GRIVORY,PA*,0.5,GF,15.0,13.0,90.0,18000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,120.0,729.0,37.0405,10.0,4387.82,3777.7,3251.83,2823.63,,
1286,Grivory GV-5H,dry,EMS-GRIVORY,PA*,0.5,GF,15.0,13.0,90.0,18000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,120.0,729.0,37.0405,20.0,4207.46,3636.11,3148.46,2749.72,,
1287,Grivory GV-5H,dry,EMS-GRIVORY,PA*,0.5,GF,15.0,13.0,90.0,18000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,120.0,729.0,37.0405,30.0,3937.7,3422.33,2990.05,2634.78,,
1288,Grivory GV-5H,dry,EMS-GRIVORY,PA*,0.5,GF,15.0,13.0,90.0,18000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,120.0,729.0,37.0405,40.0,3613.37,3162.06,2793.3,2489.11,,
1289,Grivory GV-5H,dry,EMS-GRIVORY,PA*,0.5,GF,15.0,13.0,90.0,18000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,120.0,729.0,37.0405,50.0,3170.58,2750.28,2413.13,2134.02,,
1290,Grivory GV-5H,dry,EMS-GRIVORY,PA*,0.5,GF,15.0,13.0,90.0,18000.0,0.4,0.1,90.0,15.0,260.0,,235.0,,1560.0,1.4,120.0,729.0,37.0405,60.0,2595.16,2156.72,1809.95,1530.22,,
1297,Grivory GV-5HL black 9914,cond,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,40.0,13.0,2.0,16000.0,0.5,0.1,70.0,15.0,255.0,,230.0,,1600.0,1.4,23.0,2883.7,80.06912,20.0,15818.3,13183.1,11587.6,11169.0,,
1298,Grivory GV-5HL black 9914,cond,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,40.0,13.0,2.0,16000.0,0.5,0.1,70.0,15.0,255.0,,230.0,,1600.0,1.4,23.0,2883.7,80.06912,40.0,16260.2,14184.4,12422.4,11204.5,,
1299,Grivory GV-5HL black 9914,cond,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,40.0,13.0,2.0,16000.0,0.5,0.1,70.0,15.0,255.0,,230.0,,1600.0,1.4,23.0,2883.7,80.06912,60.0,16713.1,15306.1,13274.3,11152.4,,
1300,Grivory GV-5HL black 9914,cond,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,40.0,13.0,2.0,16000.0,0.5,0.1,70.0,15.0,255.0,,230.0,,1600.0,1.4,23.0,2883.7,80.06912,80.0,15748.0,13913.0,11851.9,10139.4,,
1301,Grivory GV-5HL black 9914,cond,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,40.0,13.0,2.0,16000.0,0.5,0.1,70.0,15.0,255.0,,230.0,,1600.0,1.4,23.0,2883.7,80.06912,100.0,13262.6,11098.8,9345.79,8000.0,,
1302,Grivory GV-5HL black 9914,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,14.0,15.0,70.0,17000.0,0.5,0.1,70.0,15.0,255.0,,230.0,,1600.0,1.4,60.0,2530.0,140.111,10.0,13724.6,9745.71,8652.41,7371.63,,
1303,Grivory GV-5HL black 9914,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,14.0,15.0,70.0,17000.0,0.5,0.1,70.0,15.0,255.0,,230.0,,1600.0,1.4,60.0,2530.0,140.111,20.0,11988.4,9345.29,8257.01,7077.92,,
1304,Grivory GV-5HL black 9914,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,14.0,15.0,70.0,17000.0,0.5,0.1,70.0,15.0,255.0,,230.0,,1600.0,1.4,60.0,2530.0,140.111,30.0,9900.99,8746.36,7672.63,6637.17,,
1305,Grivory GV-5HL black 9914,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,14.0,15.0,70.0,17000.0,0.5,0.1,70.0,15.0,255.0,,230.0,,1600.0,1.4,60.0,2530.0,140.111,40.0,8456.66,7984.03,6944.44,6033.18,,
1306,Grivory GV-5HL black 9914,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,14.0,15.0,70.0,17000.0,0.5,0.1,70.0,15.0,255.0,,230.0,,1600.0,1.4,60.0,2530.0,140.111,50.0,8051.53,7032.35,6097.56,5263.16,,
1307,Grivory GV-5HL black 9914,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,14.0,15.0,70.0,17000.0,0.5,0.1,70.0,15.0,255.0,,230.0,,1600.0,1.4,60.0,2530.0,140.111,60.0,6896.55,6097.56,5347.59,4654.77,,
1308,Grivory GV-5HL black 9914,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,14.0,15.0,70.0,17000.0,0.5,0.1,70.0,15.0,255.0,,230.0,,1600.0,1.4,80.0,1386.0,218.6,5.0,7200.44,6548.98,5998.57,5529.68,,
1309,Grivory GV-5HL black 9914,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,14.0,15.0,70.0,17000.0,0.5,0.1,70.0,15.0,255.0,,230.0,,1600.0,1.4,80.0,1386.0,218.6,10.0,6953.89,6350.96,5828.69,5371.32,,
1310,Grivory GV-5HL black 9914,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,14.0,15.0,70.0,17000.0,0.5,0.1,70.0,15.0,255.0,,230.0,,1600.0,1.4,80.0,1386.0,218.6,15.0,6578.48,6046.27,5565.98,5126.63,,
1311,Grivory GV-5HL black 9914,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,14.0,15.0,70.0,17000.0,0.5,0.1,70.0,15.0,255.0,,230.0,,1600.0,1.4,80.0,1386.0,218.6,20.0,6116.21,5665.72,5235.6,4819.28,,
1312,Grivory GV-5HL black 9914,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,14.0,15.0,70.0,17000.0,0.5,0.1,70.0,15.0,255.0,,230.0,,1600.0,1.4,80.0,1386.0,218.6,25.0,5656.98,5271.57,4881.21,4482.54,,
1313,Grivory GV-5HL black 9914,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,14.0,15.0,70.0,17000.0,0.5,0.1,70.0,15.0,255.0,,230.0,,1600.0,1.4,80.0,1386.0,218.6,30.0,5366.73,4975.12,4573.17,4160.89,,
1314,Grivory GV-5HL black 9914,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,14.0,15.0,70.0,17000.0,0.5,0.1,70.0,15.0,255.0,,230.0,,1600.0,1.4,80.0,1386.0,218.6,35.0,5264.3,4794.5,4331.54,3877.89,,
1315,Grivory GV-5HL black 9914,dry,EMS-GRIVORY,PA66+PA6I/X,0.5,GF,14.0,15.0,70.0,17000.0,0.5,0.1,70.0,15.0,255.0,,230.0,,1600.0,1.4,80.0,1386.0,218.6,40.0,5242.46,4678.36,4149.38,3656.31,,
1316,Grivory GV-6 FWA black 9225,cond,EMS-GRIVORY,PA66+PA6I/X,0.6,GF,80.0,14.0,2.0,21000.0,0.3,0.1,90.0,15.0,260.0,,235.0,,1690.0,1.2,23.0,,,20.0,19900.3,18663.2,17159.9,15410.6,13474.8,
1317,Grivory GV-6 FWA black 9225,cond,EMS-GRIVORY,PA66+PA6I/X,0.6,GF,80.0,14.0,2.0,21000.0,0.3,0.1,90.0,15.0,260.0,,235.0,,1690.0,1.2,23.0,,,40.0,19687.2,18454.0,16773.4,14640.7,12166.4,
1318,Grivory GV-6 FWA black 9225,cond,EMS-GRIVORY,PA66+PA6I/X,0.6,GF,80.0,14.0,2.0,21000.0,0.3,0.1,90.0,15.0,260.0,,235.0,,1690.0,1.2,23.0,,,60.0,19385.7,17983.5,16017.9,13512.4,10678.6,
1319,Grivory GV-6 FWA black 9225,cond,EMS-GRIVORY,PA66+PA6I/X,0.6,GF,80.0,14.0,2.0,21000.0,0.3,0.1,90.0,15.0,260.0,,235.0,,1690.0,1.2,23.0,,,80.0,18944.2,17530.7,15360.7,12444.3,9153.83,
1320,Grivory GV-6 FWA black 9225,cond,EMS-GRIVORY,PA66+PA6I/X,0.6,GF,80.0,14.0,2.0,21000.0,0.3,0.1,90.0,15.0,260.0,,235.0,,1690.0,1.2,23.0,,,100.0,18012.6,16508.7,14077.9,10791.7,7278.23,
1321,Grivory GV-6 FWA black 9225,dry,EMS-GRIVORY,PA66+PA6I/X,0.6,GF,14.0,13.0,80.0,22000.0,0.3,0.1,90.0,15.0,260.0,,235.0,,1690.0,1.2,80.0,,,5.0,12787.3,12412.1,11868.6,11115.2,,
1322,Grivory GV-6 FWA black 9225,dry,EMS-GRIVORY,PA66+PA6I/X,0.6,GF,14.0,13.0,80.0,22000.0,0.3,0.1,90.0,15.0,260.0,,235.0,,1690.0,1.2,80.0,,,10.0,12061.2,11699.7,11142.8,10321.7,,
1323,Grivory GV-6 FWA black 9225,dry,EMS-GRIVORY,PA66+PA6I/X,0.6,GF,14.0,13.0,80.0,22000.0,0.3,0.1,90.0,15.0,260.0,,235.0,,1690.0,1.2,80.0,,,15.0,11018.3,10678.4,10112.1,9224.13,,
1324,Grivory GV-6 FWA black 9225,dry,EMS-GRIVORY,PA66+PA6I/X,0.6,GF,14.0,13.0,80.0,22000.0,0.3,0.1,90.0,15.0,260.0,,235.0,,1690.0,1.2,80.0,,,20.0,10022.1,9686.73,9121.3,8231.2,,
1325,Grivory GV-6 FWA black 9225,dry,EMS-GRIVORY,PA66+PA6I/X,0.6,GF,14.0,13.0,80.0,22000.0,0.3,0.1,90.0,15.0,260.0,,235.0,,1690.0,1.2,80.0,,,25.0,9512.61,9131.09,8568.59,7776.84,,
1326,Grivory GV-6 FWA black 9225,dry,EMS-GRIVORY,PA66+PA6I/X,0.6,GF,14.0,13.0,80.0,22000.0,0.3,0.1,90.0,15.0,260.0,,235.0,,1690.0,1.2,80.0,,,30.0,9094.44,8693.51,8142.64,7421.02,,
1327,Grivory GV-6 FWA black 9225,dry,EMS-GRIVORY,PA66+PA6I/X,0.6,GF,14.0,13.0,80.0,22000.0,0.3,0.1,90.0,15.0,260.0,,235.0,,1690.0,1.2,80.0,,,35.0,8602.75,8234.97,7706.56,6985.78,,
1328,Grivory GV-6 FWA black 9225,dry,EMS-GRIVORY,PA66+PA6I/X,0.6,GF,14.0,13.0,80.0,22000.0,0.3,0.1,90.0,15.0,260.0,,235.0,,1690.0,1.2,80.0,,,40.0,8163.18,7839.08,7333.23,6593.98,,
1329,Grivory GV-6H,cond,EMS-GRIVORY,PA66+PA6I/X,0.6,GF,80.0,14.0,2.0,21000.0,0.3,0.1,90.0,15.0,260.0,,235.0,,1690.0,1.2,23.0,3310.5,,20.0,19900.3,18663.2,17159.9,15410.6,13474.8,
1330,Grivory GV-6H,cond,EMS-GRIVORY,PA66+PA6I/X,0.6,GF,80.0,14.0,2.0,21000.0,0.3,0.1,90.0,15.0,260.0,,235.0,,1690.0,1.2,23.0,3310.5,,40.0,19687.2,18454.0,16773.4,14640.7,12166.4,
1331,Grivory GV-6H,cond,EMS-GRIVORY,PA66+PA6I/X,0.6,GF,80.0,14.0,2.0,21000.0,0.3,0.1,90.0,15.0,260.0,,235.0,,1690.0,1.2,23.0,3310.5,,60.0,19385.7,17983.5,16017.9,13512.4,10678.6,
1332,Grivory GV-6H,cond,EMS-GRIVORY,PA66+PA6I/X,0.6,GF,80.0,14.0,2.0,21000.0,0.3,0.1,90.0,15.0,260.0,,235.0,,1690.0,1.2,23.0,3310.5,,80.0,18944.2,17530.7,15360.7,12444.3,9153.83,
1333,Grivory GV-6H,cond,EMS-GRIVORY,PA66+PA6I/X,0.6,GF,80.0,14.0,2.0,21000.0,0.3,0.1,90.0,15.0,260.0,,235.0,,1690.0,1.2,23.0,3310.5,,100.0,18012.6,16508.7,14077.9,10791.7,7278.23,
1334,Grivory GV-6H,dry,EMS-GRIVORY,PA66+PA6I/X,0.6,GF,14.0,13.0,80.0,22000.0,0.3,0.1,90.0,15.0,260.0,,235.0,,1690.0,1.2,80.0,1350.0,,5.0,12787.3,12412.1,11868.6,11115.2,,
1335,Grivory GV-6H,dry,EMS-GRIVORY,PA66+PA6I/X,0.6,GF,14.0,13.0,80.0,22000.0,0.3,0.1,90.0,15.0,260.0,,235.0,,1690.0,1.2,80.0,1350.0,,10.0,12061.2,11699.7,11142.8,10321.7,,
1336,Grivory GV-6H,dry,EMS-GRIVORY,PA66+PA6I/X,0.6,GF,14.0,13.0,80.0,22000.0,0.3,0.1,90.0,15.0,260.0,,235.0,,1690.0,1.2,80.0,1350.0,,15.0,11018.3,10678.4,10112.1,9224.13,,
