,Material,Dry_or_cond,Manufacturer,Polymer,Fiber_percentage,Fiber_type,Charpy_notched_+23C,Charpy_notched_-30C,Charpy_+23C,Tensile_modulus,Molding_shrinkage_normal,Molding_shrinkage_parallel,Coeff_linear_therm_expansion_normal,Coeff_linear_therm_expansion_parallel,Melting_temp,Temp_deflection_0.45MPa,Temp_deflection_1.80MPa,Vicat_softening_temp,Density,Humidity_absorption,Temperature,G_prima,G_2prima,MPa,CM_1.0,CM_10.0,CM_100.0,CM_1000.0,CM_10000.0,CM_100000.0
0,Akulon® F-X9190,cond,DSM Engineering Materials,PA6,0.0,None,,35.0,,1000.0,1.1,1.1,100.0,90.0,220.0,150.0,60.0,,1130.0,2.8,23.0,,,2.0,869.565,769.2310000000001,645.161,540.5409999999999,434.783,
1,Akulon® F-X9190,cond,DSM Engineering Materials,PA6,0.0,None,,35.0,,1000.0,1.1,1.1,100.0,90.0,220.0,150.0,60.0,,1130.0,2.8,23.0,,,4.0,784.314,701.7539999999999,597.015,512.82,430.108,
2,Akulon® F-X9190,cond,DSM Engineering Materials,PA6,0.0,None,,35.0,,1000.0,1.1,1.1,100.0,90.0,220.0,150.0,60.0,,1130.0,2.8,23.0,,,6.0,705.882,618.557,535.714,461.538,392.157,
3,Akulon® F-X9190,cond,DSM Engineering Materials,PA6,0.0,None,,35.0,,1000.0,1.1,1.1,100.0,90.0,220.0,150.0,60.0,,1130.0,2.8,23.0,,,8.0,655.738,571.429,484.848,418.848,353.982,
4,Akulon® F-X9190,cond,DSM Engineering Materials,PA6,0.0,None,,35.0,,1000.0,1.1,1.1,100.0,90.0,220.0,150.0,60.0,,1130.0,2.8,23.0,,,10.0,603.266,511.524,429.765,369.232,312.232,
5,Akulon® F-X9190,cond,DSM Engineering Materials,PA6,0.0,None,,35.0,,1000.0,1.1,1.1,100.0,90.0,220.0,150.0,60.0,,1130.0,2.8,23.0,,,11.0,564.1030000000001,478.261,402.93,347.003,292.553,
6,Akulon® F-X9190,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,100.0,90.0,220.0,150.0,60.0,,1130.0,2.8,23.0,1184.7988774555658,,10.0,2941.18,2631.58,2380.95,1886.79,1538.46,
7,Akulon® F-X9190,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,100.0,90.0,220.0,150.0,60.0,,1130.0,2.8,23.0,1184.7988774555658,,20.0,2898.55,2666.67,2325.58,1869.16,1470.59,
8,Akulon® F-X9190,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,100.0,90.0,220.0,150.0,60.0,,1130.0,2.8,23.0,1184.7988774555658,,30.0,2777.78,2500.0,2068.97,1621.62,1287.55,
9,Akulon® F-X9190,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,100.0,90.0,220.0,150.0,60.0,,1130.0,2.8,23.0,1184.7988774555658,,40.0,2547.77,2197.8,1785.71,1384.08,,
10,Akulon® F-X9190,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,100.0,90.0,220.0,150.0,60.0,,1130.0,2.8,23.0,1184.7988774555658,,47.0,2367.44,1945.52,,,,
11,Akulon® F-X9190,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,100.0,90.0,220.0,150.0,60.0,,1130.0,2.8,40.0,1157.8246205733558,,5.0,1785.71,1282.05,862.069,625.0,462.963,
12,Akulon® F-X9190,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,100.0,90.0,220.0,150.0,60.0,,1130.0,2.8,40.0,1157.8246205733558,,10.0,1694.92,1234.57,869.565,617.284,440.529,
13,Akulon® F-X9190,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,100.0,90.0,220.0,150.0,60.0,,1130.0,2.8,40.0,1157.8246205733558,,15.0,1612.9,1200.0,847.4580000000001,602.41,,
14,Akulon® F-X9190,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,100.0,90.0,220.0,150.0,60.0,,1130.0,2.8,40.0,1157.8246205733558,,18.0,1589.01,1178.23,,,,
15,Akulon® F-X9190,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,100.0,90.0,220.0,150.0,60.0,,1130.0,2.8,60.0,505.15238095238095,,2.0,800.0,666.6669999999999,571.429,500.0,425.532,
16,Akulon® F-X9190,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,100.0,90.0,220.0,150.0,60.0,,1130.0,2.8,60.0,505.15238095238095,,4.0,784.314,666.6669999999999,563.38,487.805,421.0530000000001,
17,Akulon® F-X9190,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,100.0,90.0,220.0,150.0,60.0,,1130.0,2.8,60.0,505.15238095238095,,6.0,740.7410000000001,618.557,540.5409999999999,476.19,428.571,
18,Akulon® F-X9190,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,100.0,90.0,220.0,150.0,60.0,,1130.0,2.8,60.0,505.15238095238095,,8.0,714.2860000000001,606.061,533.3330000000001,467.836,414.508,
19,Akulon® F-X9190,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,100.0,90.0,220.0,150.0,60.0,,1130.0,2.8,60.0,505.15238095238095,,10.0,704.225,588.235,520.8330000000001,454.545,406.504,
20,Akulon® F223-D,cond,DSM Engineering Materials,PA6,0.0,None,,35.0,,1000.0,1.1,1.1,100.0,90.0,220.0,160.0,60.0,,1130.0,2.8,23.0,,,2.0,869.565,769.2310000000001,645.161,540.5409999999999,434.783,
21,Akulon® F223-D,cond,DSM Engineering Materials,PA6,0.0,None,,35.0,,1000.0,1.1,1.1,100.0,90.0,220.0,160.0,60.0,,1130.0,2.8,23.0,,,4.0,784.314,701.7539999999999,597.015,512.82,430.108,
22,Akulon® F223-D,cond,DSM Engineering Materials,PA6,0.0,None,,35.0,,1000.0,1.1,1.1,100.0,90.0,220.0,160.0,60.0,,1130.0,2.8,23.0,,,6.0,705.882,618.557,535.714,461.538,392.157,
23,Akulon® F223-D,cond,DSM Engineering Materials,PA6,0.0,None,,35.0,,1000.0,1.1,1.1,100.0,90.0,220.0,160.0,60.0,,1130.0,2.8,23.0,,,8.0,655.738,571.429,484.848,418.848,353.982,
24,Akulon® F223-D,cond,DSM Engineering Materials,PA6,0.0,None,,35.0,,1000.0,1.1,1.1,100.0,90.0,220.0,160.0,60.0,,1130.0,2.8,23.0,,,10.0,603.266,511.524,429.765,369.232,312.232,
25,Akulon® F223-D,cond,DSM Engineering Materials,PA6,0.0,None,,35.0,,1000.0,1.1,1.1,100.0,90.0,220.0,160.0,60.0,,1130.0,2.8,23.0,,,11.0,564.1030000000001,478.261,402.93,347.003,292.553,
26,Akulon® F223-D,dry,DSM Engineering Materials,PA6,0.0,None,4.5,2.5,,3200.0,1.1,1.1,100.0,90.0,220.0,160.0,60.0,,1130.0,2.8,23.0,1184.7988774555658,6.019696913002806,10.0,2941.18,2631.58,2380.95,1886.79,1538.46,
27,Akulon® F223-D,dry,DSM Engineering Materials,PA6,0.0,None,4.5,2.5,,3200.0,1.1,1.1,100.0,90.0,220.0,160.0,60.0,,1130.0,2.8,23.0,1184.7988774555658,6.019696913002806,20.0,2898.55,2666.67,2325.58,1869.16,1470.59,
28,Akulon® F223-D,dry,DSM Engineering Materials,PA6,0.0,None,4.5,2.5,,3200.0,1.1,1.1,100.0,90.0,220.0,160.0,60.0,,1130.0,2.8,23.0,1184.7988774555658,6.019696913002806,30.0,2777.78,2500.0,2068.97,1621.62,1287.55,
29,Akulon® F223-D,dry,DSM Engineering Materials,PA6,0.0,None,4.5,2.5,,3200.0,1.1,1.1,100.0,90.0,220.0,160.0,60.0,,1130.0,2.8,23.0,1184.7988774555658,6.019696913002806,40.0,2547.77,2197.8,1785.71,1384.08,,
30,Akulon® F223-D,dry,DSM Engineering Materials,PA6,0.0,None,4.5,2.5,,3200.0,1.1,1.1,100.0,90.0,220.0,160.0,60.0,,1130.0,2.8,23.0,1184.7988774555658,6.019696913002806,47.0,2367.44,1945.52,,,,
31,Akulon® F223-D,dry,DSM Engineering Materials,PA6,0.0,None,4.5,2.5,,3200.0,1.1,1.1,100.0,90.0,220.0,160.0,60.0,,1130.0,2.8,40.0,1157.8246205733558,10.941982462057336,5.0,1785.71,1282.05,862.069,625.0,462.963,
32,Akulon® F223-D,dry,DSM Engineering Materials,PA6,0.0,None,4.5,2.5,,3200.0,1.1,1.1,100.0,90.0,220.0,160.0,60.0,,1130.0,2.8,40.0,1157.8246205733558,10.941982462057336,10.0,1694.92,1234.57,869.565,617.284,440.529,
33,Akulon® F223-D,dry,DSM Engineering Materials,PA6,0.0,None,4.5,2.5,,3200.0,1.1,1.1,100.0,90.0,220.0,160.0,60.0,,1130.0,2.8,40.0,1157.8246205733558,10.941982462057336,15.0,1612.9,1200.0,847.4580000000001,602.41,,
34,Akulon® F223-D,dry,DSM Engineering Materials,PA6,0.0,None,4.5,2.5,,3200.0,1.1,1.1,100.0,90.0,220.0,160.0,60.0,,1130.0,2.8,40.0,1157.8246205733558,10.941982462057336,18.0,1589.01,1178.23,,,,
35,Akulon® F223-D,dry,DSM Engineering Materials,PA6,0.0,None,4.5,2.5,,3200.0,1.1,1.1,100.0,90.0,220.0,160.0,60.0,,1130.0,2.8,60.0,505.15238095238095,86.06627650793651,2.0,800.0,666.6669999999999,571.429,500.0,425.532,
36,Akulon® F223-D,dry,DSM Engineering Materials,PA6,0.0,None,4.5,2.5,,3200.0,1.1,1.1,100.0,90.0,220.0,160.0,60.0,,1130.0,2.8,60.0,505.15238095238095,86.06627650793651,4.0,784.314,666.6669999999999,563.38,487.805,421.0530000000001,
37,Akulon® F223-D,dry,DSM Engineering Materials,PA6,0.0,None,4.5,2.5,,3200.0,1.1,1.1,100.0,90.0,220.0,160.0,60.0,,1130.0,2.8,60.0,505.15238095238095,86.06627650793651,6.0,740.7410000000001,618.557,540.5409999999999,476.19,428.571,
38,Akulon® F223-D,dry,DSM Engineering Materials,PA6,0.0,None,4.5,2.5,,3200.0,1.1,1.1,100.0,90.0,220.0,160.0,60.0,,1130.0,2.8,60.0,505.15238095238095,86.06627650793651,8.0,714.2860000000001,606.061,533.3330000000001,467.836,414.508,
39,Akulon® F223-D,dry,DSM Engineering Materials,PA6,0.0,None,4.5,2.5,,3200.0,1.1,1.1,100.0,90.0,220.0,160.0,60.0,,1130.0,2.8,60.0,505.15238095238095,86.06627650793651,10.0,704.225,588.235,520.8330000000001,454.545,406.504,
40,Akulon® K222-D,cond,DSM Engineering Materials,PA6,0.0,None,,35.0,,1000.0,1.1,1.1,90.0,90.0,220.0,150.0,60.0,195.0,1130.0,2.5,23.0,,,2.0,1000.0,909.091,800.0,714.2860000000001,625.0,
41,Akulon® K222-D,cond,DSM Engineering Materials,PA6,0.0,None,,35.0,,1000.0,1.1,1.1,90.0,90.0,220.0,150.0,60.0,195.0,1130.0,2.5,23.0,,,4.0,851.064,769.2310000000001,689.655,615.385,555.556,
42,Akulon® K222-D,cond,DSM Engineering Materials,PA6,0.0,None,,35.0,,1000.0,1.1,1.1,90.0,90.0,220.0,150.0,60.0,195.0,1130.0,2.5,23.0,,,6.0,800.0,697.674,618.557,550.4590000000001,491.8030000000001,
43,Akulon® K222-D,cond,DSM Engineering Materials,PA6,0.0,None,,35.0,,1000.0,1.1,1.1,90.0,90.0,220.0,150.0,60.0,195.0,1130.0,2.5,23.0,,,8.0,761.905,672.2689999999999,583.942,512.82,454.545,
44,Akulon® K222-D,cond,DSM Engineering Materials,PA6,0.0,None,,35.0,,1000.0,1.1,1.1,90.0,90.0,220.0,150.0,60.0,195.0,1130.0,2.5,23.0,,,10.0,735.294,636.943,549.451,480.769,420.168,
45,Akulon® K222-D,cond,DSM Engineering Materials,PA6,0.0,None,,35.0,,1000.0,1.1,1.1,90.0,90.0,220.0,150.0,60.0,195.0,1130.0,2.5,23.0,,,12.0,697.674,600.0,517.241,449.438,388.35,
46,Akulon® K222-D,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,90.0,90.0,220.0,150.0,60.0,195.0,1130.0,2.5,23.0,946.0,,10.0,3257.33,2915.45,2531.65,2109.7,1666.67,
47,Akulon® K222-D,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,90.0,90.0,220.0,150.0,60.0,195.0,1130.0,2.5,23.0,946.0,,20.0,3072.2,2785.52,2395.21,1941.75,1562.5,
48,Akulon® K222-D,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,90.0,90.0,220.0,150.0,60.0,195.0,1130.0,2.5,23.0,946.0,,30.0,2970.3,2654.87,2222.22,1785.71,1408.45,
49,Akulon® K222-D,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,90.0,90.0,220.0,150.0,60.0,195.0,1130.0,2.5,23.0,946.0,,40.0,2836.88,2469.14,2030.46,1606.43,,
50,Akulon® K222-D,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,90.0,90.0,220.0,150.0,60.0,195.0,1130.0,2.5,23.0,946.0,,50.0,2604.17,2173.91,1689.19,,,
51,Akulon® K222-D,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,90.0,90.0,220.0,150.0,60.0,195.0,1130.0,2.5,60.0,590.0,,2.0,918.824,760.408,643.957,596.231,544.846,
52,Akulon® K222-D,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,90.0,90.0,220.0,150.0,60.0,195.0,1130.0,2.5,60.0,590.0,,4.0,923.059,758.437,646.328,585.01,509.25,
53,Akulon® K222-D,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,90.0,90.0,220.0,150.0,60.0,195.0,1130.0,2.5,60.0,590.0,,6.0,904.816,734.6469999999999,631.56,565.962,493.173,
54,Akulon® K222-D,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,90.0,90.0,220.0,150.0,60.0,195.0,1130.0,2.5,60.0,590.0,,8.0,878.471,710.8439999999999,619.5930000000001,528.886,466.669,
55,Akulon® K222-D,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,90.0,90.0,220.0,150.0,60.0,195.0,1130.0,2.5,60.0,590.0,,10.0,850.9839999999999,675.794,581.02,,,
56,Akulon® K222-D,dry,DSM Engineering Materials,PA6,0.0,None,8.0,5.0,,3200.0,1.1,1.1,90.0,90.0,220.0,150.0,60.0,195.0,1130.0,2.5,60.0,590.0,,11.0,822.1510000000001,649.059,557.1709999999999,,,
57,Akulon® K224-G6,cond,DSM Engineering Materials,PA6,0.3,GF,75.0,25.0,7.0,6000.0,0.9,0.3,70.0,20.0,220.0,220.0,207.0,216.0,1350.0,1.9,23.0,,,10.0,4651.16,4545.45,4347.83,3846.15,,
58,Akulon® K224-G6,cond,DSM Engineering Materials,PA6,0.3,GF,75.0,25.0,7.0,6000.0,0.9,0.3,70.0,20.0,220.0,220.0,207.0,216.0,1350.0,1.9,23.0,,,15.0,4411.76,4166.67,3846.15,3409.09,,
59,Akulon® K224-G6,cond,DSM Engineering Materials,PA6,0.3,GF,75.0,25.0,7.0,6000.0,0.9,0.3,70.0,20.0,220.0,220.0,207.0,216.0,1350.0,1.9,23.0,,,20.0,4166.67,3846.15,3508.77,3125.0,,
60,Akulon® K224-G6,cond,DSM Engineering Materials,PA6,0.3,GF,75.0,25.0,7.0,6000.0,0.9,0.3,70.0,20.0,220.0,220.0,207.0,216.0,1350.0,1.9,23.0,,,25.0,3968.25,3676.47,3333.33,2906.98,,
61,Akulon® K224-G6,cond,DSM Engineering Materials,PA6,0.3,GF,75.0,25.0,7.0,6000.0,0.9,0.3,70.0,20.0,220.0,220.0,207.0,216.0,1350.0,1.9,23.0,,,30.0,3750.0,3448.28,3092.78,2678.57,,
62,Akulon® K224-G6,cond,DSM Engineering Materials,PA6,0.3,GF,75.0,25.0,7.0,6000.0,0.9,0.3,70.0,20.0,220.0,220.0,207.0,216.0,1350.0,1.9,23.0,,,35.0,3608.25,3271.03,2916.67,2517.99,,
63,Akulon® K224-G6-FC 99.99.99,cond,DSM Engineering Materials,PA6,0.3,GF,75.0,25.0,7.0,6000.0,0.9,0.3,70.0,20.0,220.0,220.0,200.0,,1350.0,1.9,23.0,,,10.0,4651.16,4545.45,4347.83,3846.15,,
64,Akulon® K224-G6-FC 99.99.99,cond,DSM Engineering Materials,PA6,0.3,GF,75.0,25.0,7.0,6000.0,0.9,0.3,70.0,20.0,220.0,220.0,200.0,,1350.0,1.9,23.0,,,15.0,4411.76,4166.67,3846.15,3409.09,,
65,Akulon® K224-G6-FC 99.99.99,cond,DSM Engineering Materials,PA6,0.3,GF,75.0,25.0,7.0,6000.0,0.9,0.3,70.0,20.0,220.0,220.0,200.0,,1350.0,1.9,23.0,,,20.0,4166.67,3846.15,3508.77,3125.0,,
66,Akulon® K224-G6-FC 99.99.99,cond,DSM Engineering Materials,PA6,0.3,GF,75.0,25.0,7.0,6000.0,0.9,0.3,70.0,20.0,220.0,220.0,200.0,,1350.0,1.9,23.0,,,25.0,3968.25,3676.47,3333.33,2906.98,,
67,Akulon® K224-G6-FC 99.99.99,cond,DSM Engineering Materials,PA6,0.3,GF,75.0,25.0,7.0,6000.0,0.9,0.3,70.0,20.0,220.0,220.0,200.0,,1350.0,1.9,23.0,,,30.0,3750.0,3448.28,3092.78,2678.57,,
68,Akulon® K224-G6-FC 99.99.99,cond,DSM Engineering Materials,PA6,0.3,GF,75.0,25.0,7.0,6000.0,0.9,0.3,70.0,20.0,220.0,220.0,200.0,,1350.0,1.9,23.0,,,35.0,3608.25,3271.03,2916.67,2517.99,,
69,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,120.0,1371.0121457489877,58.96664831309041,5.0,5703.13,5387.05,5046.35,4730.56,,
70,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,120.0,1371.0121457489877,58.96664831309041,10.0,5676.21,5353.19,5009.26,4685.75,,
71,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,120.0,1371.0121457489877,58.96664831309041,15.0,5631.91,5297.71,4948.63,4612.92,,
72,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,120.0,1371.0121457489877,58.96664831309041,20.0,5571.03,5221.93,4866.18,4514.67,,
73,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,120.0,1371.0121457489877,58.96664831309041,25.0,5494.87,5127.6,4761.68,4390.42,,
74,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,120.0,1371.0121457489877,58.96664831309041,30.0,5405.41,5016.72,4629.63,4231.31,,
75,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,120.0,1371.0121457489877,58.96664831309041,35.0,5308.65,4896.95,4478.61,4048.85,,
76,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,120.0,1371.0121457489877,58.96664831309041,40.0,5221.93,4790.42,4343.11,3887.27,,
77,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,140.0,1209.269340974212,50.71749899713467,5.0,5426.77,5081.19,4757.47,4427.65,,
78,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,140.0,1209.269340974212,50.71749899713467,10.0,5399.06,5049.4,4717.95,4380.54,,
79,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,140.0,1209.269340974212,50.71749899713467,15.0,5353.51,4997.28,4653.52,4304.19,,
80,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,140.0,1209.269340974212,50.71749899713467,20.0,5291.01,4926.11,4566.21,4201.68,,
81,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,140.0,1209.269340974212,50.71749899713467,25.0,5212.64,4836.1,4455.9,4071.52,,
82,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,140.0,1209.269340974212,50.71749899713467,30.0,5119.45,4724.41,4316.55,3901.17,,
83,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,140.0,1209.269340974212,50.71749899713467,35.0,5017.57,4598.1,4157.68,3703.9,,
84,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,140.0,1209.269340974212,50.71749899713467,40.0,4926.11,4484.31,4016.06,3530.45,,
85,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,160.0,1058.4424083769634,47.08672342931937,5.0,5459.45,5072.5,4715.05,4351.01,,
86,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,160.0,1058.4424083769634,47.08672342931937,10.0,5392.73,5002.17,4632.43,4254.14,,
87,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,160.0,1058.4424083769634,47.08672342931937,15.0,5285.08,4889.2,4500.98,4101.92,,
88,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,160.0,1058.4424083769634,47.08672342931937,20.0,5141.39,4739.34,4329.0,3906.25,,
89,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,160.0,1058.4424083769634,47.08672342931937,25.0,4982.37,4571.56,4136.24,3687.08,,
90,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,160.0,1058.4424083769634,47.08672342931937,30.0,4862.24,4431.31,3963.01,3476.25,,
91,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,160.0,1058.4424083769634,47.08672342931937,35.0,4797.57,4333.67,3824.32,3290.16,,
92,Akulon® Ultraflow K-FG0,dry,DSM Engineering Materials,PA6,0.5,GF,15.0,12.0,90.0,16500.0,0.9,0.2,50.0,10.0,220.0,220.0,210.0,,1560.0,1.4,160.0,1058.4424083769634,47.08672342931937,40.0,4761.9,4264.39,3717.47,3142.18,,
93,Akulon® Ultraflow K-FG12,dry,DSM Engineering Materials,PA6,0.6,GF,15.0,12.0,90.0,20000.0,0.8,0.2,40.0,10.0,220.0,220.0,210.0,,1700.0,1.0,120.0,1522.73958855996,78.10328369292523,5.0,6417.63,5957.58,5512.78,5096.39,,
94,Akulon® Ultraflow K-FG12,dry,DSM Engineering Materials,PA6,0.6,GF,15.0,12.0,90.0,20000.0,0.8,0.2,40.0,10.0,220.0,220.0,210.0,,1700.0,1.0,120.0,1522.73958855996,78.10328369292523,10.0,6391.55,5924.78,5472.93,5046.07,,
95,Akulon® Ultraflow K-FG12,dry,DSM Engineering Materials,PA6,0.6,GF,15.0,12.0,90.0,20000.0,0.8,0.2,40.0,10.0,220.0,220.0,210.0,,1700.0,1.0,120.0,1522.73958855996,78.10328369292523,15.0,6348.55,5870.9,5407.79,4964.39,,
96,Akulon® Ultraflow K-FG12,dry,DSM Engineering Materials,PA6,0.6,GF,15.0,12.0,90.0,20000.0,0.8,0.2,40.0,10.0,220.0,220.0,210.0,,1700.0,1.0,120.0,1522.73958855996,78.10328369292523,20.0,6289.31,5797.1,5319.15,4854.37,,
97,Akulon® Ultraflow K-FG12,dry,DSM Engineering Materials,PA6,0.6,GF,15.0,12.0,90.0,20000.0,0.8,0.2,40.0,10.0,220.0,220.0,210.0,,1700.0,1.0,120.0,1522.73958855996,78.10328369292523,25.0,6214.2,5703.41,5205.86,4714.47,,
98,Akulon® Ultraflow K-FG12,dry,DSM Engineering Materials,PA6,0.6,GF,15.0,12.0,90.0,20000.0,0.8,0.2,40.0,10.0,220.0,220.0,210.0,,1700.0,1.0,120.0,1522.73958855996,78.10328369292523,30.0,6122.45,5586.59,5059.02,4531.72,,
99,Akulon® Ultraflow K-FG12,dry,DSM Engineering Materials,PA6,0.6,GF,15.0,12.0,90.0,20000.0,0.8,0.2,40.0,10.0,220.0,220.0,210.0,,1700.0,1.0,120.0,1522.73958855996,78.10328369292523,35.0,6019.54,5453.72,4887.93,4319.71,,
100,Akulon® Ultraflow K-FG12,dry,DSM Engineering Materials,PA6,0.6,GF,15.0,12.0,90.0,20000.0,0.8,0.2,40.0,10.0,220.0,220.0,210.0,,1700.0,1.0,120.0,1522.73958855996,78.10328369292523,40.0,5925.93,5333.33,4733.73,4132.23,,
101,Akulon® Ultraflow K-FG12,dry,DSM Engineering Materials,PA6,0.6,GF,15.0,12.0,90.0,20000.0,0.8,0.2,40.0,10.0,220.0,220.0,210.0,,1700.0,1.0,140.0,1302.204408817635,67.60174148296592,5.0,6109.91,5630.01,5176.39,4742.15,,
